VBELN;POSNR;FKART;FKDAT;VKORG;SPART;KUNAG;WAERK;BUKRS;VBTYP;RFBSK;FKSTO;SFAKN;ERDAT;MATNR;ARKTX;FKIMG;NETWR;MWSBP;WERKS;MATKL;PSTYV;AUBEL;CHARG;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO;SELLER_RUT;SELLER_EMAIL
0096162681;000010;ZZBN;20240103;1000;N1;998-9;CLP;1000;M;C;;;20240103;000000000000747837;215/65 R 16 SU318 98H TL;1.000;820.00;0.00;1PA1;0016;ZTAN;0004301392;2301195325;;;;;
0096163207;000010;ZZBN;20240104;1000;N1;998-9;CLP;1000;M;C;;;20240104;000000000000747837;215/65 R 16 SU318 98H TL;1.000;820.00;0.00;1PA1;0016;ZTAN;0004301785;2301195325;;;;;
0096173931;000010;ZZBN;20240111;1000;N1;998-9;CLP;1000;M;C;;;20240111;000000000000839100;215/55 R 17 SA37 98W XL TL;4.000;3120.00;0.00;1PA1;0016;ZTAN;0004309924;2301728121;;;;;
0096176797;000010;ZZAM;20240113;1000;N1;15292041-5;CLP;1000;M;C;;;20240113;000000000000707077;SMF N200 / 210H52R 200AH 1200CCA;1.000;2120.00;0.00;1PA1;0019;ZTAN;0004311979;2300736606;;;;;
0096211861;000010;ZZBN;20240202;1000;N1;998-9;CLP;1000;M;C;;;20240202;000000000000980685;215/75 R 16C SW612 8PR TL;2.000;2120.00;0.00;1PA1;0016;ZTAN;0004333934;2301654222;;;;;
0096223902;000010;ZZBN;20240212;1000;N1;998-9;CLP;1000;M;C;;;20240212;000000000000103574;500 R 12 C CR868 8PR TL WST;2.000;820.00;0.00;1PA1;0016;ZTAN;0004342725;2200255327;;;;;
0096311591;000010;ZZNB;20240408;1000;N1;16728313-6;USD;1000;M;C;;;20240408;000000000000830978;295/80 R 22.5 WDR1 18PR TL;4.000;820.00;0.00;1IQ8;0016;ZTAN;0004399082;034355024;;;;;
0096373084;000010;ZZBN;20240518;1000;N1;998-9;CLP;1000;M;C;;;20240518;000000000000747837;215/65 R 16 SU318 98H TL;1.000;820.00;0.00;1PA1;0016;ZTAN;0004440292;2400958216;;;;;
0096382871;000010;ZZBN;20240527;1000;N1;998-9;CLP;1000;M;C;;;20240527;000000000000966699;215/55 R 18 Z-507 99V XL TL;2.000;1840.00;0.00;1PA1;0016;ZTAN;0004447435;2300118419;;;;;
0096401044;000010;ZZBN;20240605;1000;N1;998-9;CLP;1000;M;C;;;20240605;000000000000965003;185/60 R 15 Z-108 84H TL;4.000;1840.00;0.00;1PA1;0016;ZTAN;0004458282;2400958205;;;;;
0096427934;000010;ZZAM;20240626;1000;N1;77414720-9;CLP;1000;M;C;;;20240626;000000000000835072;SMF 105D31R 90AH 750CCA;2.000;1840.00;0.00;1PA1;0019;ZTAN;0004476729;2409612302;;;;;
0096189238;000010;ZZBN;20240122;1000;N1;998-9;CLP;1000;M;C;;;20240122;000000000000769220;265/70 R 17 SL369 10PR TL;1.000;1450.00;0.00;1PA1;0016;ZTAN;0004319960;2301654230;;;;;
0096222728;000010;ZZBN;20240212;1000;N1;888-5;CLP;1000;M;C;;;20240212;000000000000965020;215/65 R 16 Z-108 98V TL;2.000;1260.00;0.00;1PA1;0016;ZTAN;0004342170;2301654220;;;;;
0096301093;000010;ZZBN;20240401;1000;N1;888-5;CLP;1000;M;C;;;20240401;000000000000965014;205/55 R 16 Z-108 94W XL TL;3.000;1450.00;0.00;1PA1;0016;ZTAN;0004392435;2400446219;;;;;
0096341843;000010;ZZBN;20240429;1000;N1;998-9;CLP;1000;M;C;;;20240429;000000000000964870;195/55 R 15 Z-108 85V TL;1.000;530.00;0.00;1PA1;0016;ZTAN;0004419990;2400639608;;;;;
0096425540;000010;ZZBN;20240625;1000;N1;998-9;CLP;1000;M;C;;;20240625;000000000000923748;175/70 R 14 SW608 84T TL;2.000;1260.00;0.00;1PA1;0016;ZTAN;0004475271;2302074409;;;;;
0096160487;000010;ZZBN;20240102;1000;N1;998-9;CLP;1000;M;C;;;20240102;000000000000850197;225/65 R 17 SU318 102T TL;2.000;1640.00;0.00;1PA1;0016;ZTAN;0004299578;2300534518;;;;;
0096166930;000010;ZZBN;20240106;1000;N1;888-5;CLP;1000;M;C;;;20240106;000000000000966590;205/60 R 16 Z-401 96V XL TL;2.000;1050.00;0.00;1PA1;0016;ZTAN;0004304443;2301195319;;;;;
0096194959;000010;ZZBN;20240125;1000;N1;998-9;CLP;1000;M;C;;;20240125;000000000000974484;215/55 R 18 Z-401 99V TL;2.000;1640.00;0.00;1PA1;0016;ZTAN;0004324395;2300118418;;;;;
0096198904;000010;ZZBN;20240127;1000;N1;998-9;CLP;1000;M;C;;;20240127;000000000000747837;215/65 R 16 SU318 98H TL;2.000;1640.00;0.00;1PA1;0016;ZTAN;0004326934;2301195325;;;;;
0096219722;000010;ZZBN;20240208;1000;N1;998-9;CLP;1000;M;C;;;20240208;000000000000747837;215/65 R 16 SU318 98H TL;2.000;1640.00;0.00;1PA1;0016;ZTAN;0004340040;2301195325;;;;;
0096374235;000010;ZZBN;20240520;1000;N1;998-9;CLP;1000;M;C;;;20240520;000000000000965011;195/60 R 15 Z-108 88V TL;2.000;1050.00;0.00;1PA1;0016;ZTAN;0004441165;2401068514;;;;;
0096397589;000010;ZZBN;20240603;1000;N1;998-9;CLP;1000;M;C;;;20240603;000000000000974477;185/65 R 14 Z-401 86H TL;2.000;1050.00;0.00;1PA1;0016;ZTAN;0004455611;2400446212;;;;;
0096165602;000010;ZZNB;20240105;1000;N1;91502000-3;USD;1000;M;C;;;20240105;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;510.47;0.00;1IQ8;0016;ZTAN;0004303613;034998002;;;;;
0096174488;000020;ZZNB;20240111;1000;N1;77138956-2;USD;1000;M;C;;;20240111;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;677.38;0.00;1IQ8;0016;ZTAN;0004309838;034998002;;;;;
0096188252;000010;ZZNB;20240122;1000;N1;91502000-3;USD;1000;M;C;;;20240122;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;510.47;0.00;1IQ8;0016;ZTAN;0004319709;034998002;;;;;
0096190381;000010;ZZNB;20240123;1000;N1;76785260-6;USD;1000;M;C;;;20240123;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;715.52;0.00;1IQ8;0016;ZTAN;0004321106;034998002;;;;;
0096236363;000010;ZZNB;20240221;1000;N1;91502000-3;USD;1000;M;C;;;20240221;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;510.47;0.00;1IQ8;0016;ZTAN;0004351538;034998002;;;;;
0096286748;000010;ZZNB;20240325;1000;N1;91502000-3;USD;1000;M;C;;;20240325;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;487.93;0.00;1IQ8;0016;ZTAN;0004384684;042537004;;;;;
0096293353;000010;ZZNB;20240327;1000;N1;77138956-2;USD;1000;M;C;;;20240327;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;666.61;0.00;1IQ8;0016;ZTAN;0004388622;042537004;;;;;
0096321051;000010;ZZNB;20240415;1000;N1;96827370-1;USD;1000;M;C;;;20240415;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;667.64;0.00;1IQ8;0016;ZTAN;0004406105;042537004;;;;;
0096329157;000050;ZZNB;20240419;1000;N1;91502000-3;USD;1000;M;C;;;20240419;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;487.93;0.00;1IQ8;0016;ZTAN;0004411730;042537004;;;;;
0096346076;000020;ZZNB;20240430;1000;N1;91502000-3;USD;1000;M;C;;;20240430;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;487.93;0.00;1IQ8;0016;ZTAN;0004422258;042537004;;;;;
0096359710;000010;ZZNB;20240509;1000;N1;77711556-1;USD;1000;M;C;;;20240509;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;675.68;0.00;1IQ8;0016;ZTAN;0004431433;042537004;;;;;
0096369301;000010;ZZNB;20240516;1000;N1;76595308-1;USD;1000;M;C;;;20240516;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;708.42;0.00;1IQ8;0016;ZTAN;0004437810;042537004;;;;;
0096386159;000010;ZZNB;20240528;1000;N1;91502000-3;USD;1000;M;C;;;20240528;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;487.93;0.00;1IQ9;0016;ZTAN;0004449162;042537004;;;;;
0096386199;000010;ZZNB;20240528;1000;N1;76343465-6;USD;1000;M;C;;;20240528;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;693.11;0.00;1IQ8;0016;ZTAN;0004449265;057180003;;;;;
0096175940;000020;S1;20240111;1000;N1;93659000-4;CLP;1000;N;C;;0096174074;20240112;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;3828.83;0.00;1PA1;0016;ZTAN;0004310006;2300894304;;;;;
0096176105;000010;ZZAM;20240112;1000;N1;93659000-4;CLP;1000;M;C;;;20240112;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;3828.84;0.00;1PA1;0016;ZTAN;0004311405;2300894304;;;;;
0096186786;000010;ZZNB;20240119;1000;N1;15079859-0;USD;1000;M;C;;;20240119;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;322.23;0.00;1IQ8;0016;ZTAN;0004318753;034998002;;;;;
0096189047;000010;ZZNB;20240122;1000;N1;77754200-1;USD;1000;M;C;;;20240122;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;341.70;0.00;1IQ8;0016;ZTAN;0004320196;034998002;;;;;
0096224437;000010;ZZNB;20240213;1000;N1;76190349-7;USD;1000;M;C;;;20240213;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;341.49;0.00;1IQ9;0016;ZTAN;0004343312;057180003;;;;;
0096236457;000010;ZZAM;20240221;1000;N1;76573880-6;CLP;1000;M;C;;;20240221;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;3398.84;0.00;1PA1;0016;ZTAN;0004351648;2300894304;;;;;
0096240435;000020;ZZAM;20240223;1000;N1;76152665-0;CLP;1000;M;C;;;20240223;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;3597.61;0.00;1PA1;0016;ZTAN;0004354301;2300894304;;;;;
0096257399;000010;ZZNB;20240304;1000;N1;76440323-1;USD;1000;M;C;;;20240304;000000000000178149;11 R 22.5 CR926D 16PR TL;4.000;645.69;0.00;1IQ8;0016;ZTAN;0004363714;034998002;;;;;
0096268867;000010;ZZNB;20240312;1000;N1;77468830-7;USD;1000;M;C;;;20240312;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;311.17;0.00;1IQ8;0016;ZTAN;0004372044;034998002;;;;;
0096268867;000020;ZZNB;20240312;1000;N1;77468830-7;USD;1000;M;C;;;20240312;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;363.58;0.00;1IQ8;0016;ZTAN;0004372044;042537004;;;;;
0096322368;000020;ZZAM;20240416;1000;N1;76078481-8;CLP;1000;M;C;;;20240416;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;3780.00;0.00;1PA1;0016;ZTAN;0004407110;2300997501;;;;;
0096351066;000010;ZZNB;20240503;1000;N1;91502000-3;USD;1000;M;C;;;20240503;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;243.96;0.00;1IQ8;0016;ZTAN;0004425109;042537004;;;;;
0096355864;000020;ZZNB;20240507;1000;N1;76343465-6;USD;1000;M;C;;;20240507;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;358.33;0.00;1IQ8;0016;ZTAN;0004428526;042537004;;;;;
0096361890;000020;ZZAM;20240510;1000;N1;93659000-4;CLP;1000;M;C;;;20240510;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;3829.00;0.00;1PA1;0016;ZTAN;0004432914;2300997501;;;;;
0096365584;000010;ZZNB;20240514;1000;N1;91502000-3;USD;1000;M;C;;;20240514;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;243.96;0.00;1IQ8;0016;ZTAN;0004435549;042537004;;;;;
0096372024;000010;ZZNB;20240517;1000;N1;91502000-3;USD;1000;M;C;;;20240517;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;243.96;0.00;1IQ8;0016;ZTAN;0004439637;042537004;;;;;
0096372040;000010;ZZNB;20240517;1000;N1;91502000-3;USD;1000;M;C;;;20240517;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;243.96;0.00;1IQ8;0016;ZTAN;0004439667;042537004;;;;;
0096374247;000020;ZZNB;20240520;1000;N1;91502000-3;USD;1000;M;C;;;20240520;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;243.96;0.00;1IQ8;0016;ZTAN;0004441185;042537004;;;;;
0096380314;000030;ZZNB;20240524;1000;N1;99576460-1;USD;1000;M;C;;;20240524;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;354.12;0.00;1IQ8;0016;ZTAN;0004445408;042537004;;;;;
0096382989;000020;ZZNB;20240527;1000;N1;91502000-3;USD;1000;M;C;;;20240527;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;243.96;0.00;1IQ8;0016;ZTAN;0004447531;042537004;;;;;
0096383030;000010;ZZNB;20240527;1000;N1;91502000-3;USD;1000;M;C;;;20240527;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;243.96;0.00;1IQ8;0016;ZTAN;0004447564;042537004;;;;;
0096404253;000010;S1;20240601;1000;N1;91502000-3;USD;1000;N;C;;0096385867;20240607;000000000000178149;11 R 22.5 CR926D 16PR TL;2.000;243.96;0.00;1IQ8;0016;ZTAN;0004449078;042537004;;;;;
0096164328;000010;ZZNB;20240104;1000;N1;91502000-3;USD;1000;M;C;;;20240104;000000000000178149;11 R 22.5 CR926D 16PR TL;12.000;1531.40;0.00;1IQ8;0016;ZTAN;0004302676;034998002;;;;;
0096166033;000010;ZZNB;20240105;1000;N1;76733838-4;USD;1000;M;C;;;20240105;000000000000178149;11 R 22.5 CR926D 16PR TL;10.000;1842.95;0.00;1IQ8;0016;ZTAN;0004303915;034998002;;;;;
0096168108;000010;ZZNB;20240108;1000;N1;77639693-1;USD;1000;M;C;;;20240108;000000000000178149;11 R 22.5 CR926D 16PR TL;6.000;1045.64;0.00;1IQ8;0016;ZTAN;0004305436;034998002;;;;;
0096170087;000020;ZZNB;20240109;1000;N1;91502000-3;USD;1000;M;C;;;20240109;000000000000178149;11 R 22.5 CR926D 16PR TL;6.000;765.70;0.00;1IQ8;0016;ZTAN;0004307011;034998002;;;;;
0096180164;000010;ZZNB;20240116;1000;N1;77805869-3;USD;1000;M;C;;;20240116;000000000000178149;11 R 22.5 CR926D 16PR TL;8.000;1318.71;0.00;1IQ8;0016;ZTAN;0004314377;034998002;;;;;
0096189160;000030;ZZNB;20240122;1000;N1;91502000-3;USD;1000;M;C;;;20240122;000000000000178149;11 R 22.5 CR926D 16PR TL;1.000;127.62;0.00;1IQ8;0016;ZTAN;0004320340;034998002;;;;;
0096190689;000010;ZZNB;20240123;1000;N1;77879617-1;USD;1000;M;C;;;20240123;000000000000178149;11 R 22.5 CR926D 16PR TL;8.000;1413.39;0.00;1IQ8;0016;ZTAN;0004321366;034998002;;;;;
0096221408;000060;ZZNB;20240209;1000;N1;91502000-3;USD;1000;M;C;;;20240209;000000000000178149;11 R 22.5 CR926D 16PR TL;10.000;1276.16;0.00;1IQ8;0016;ZTAN;0004341173;034998002;;;;;
0096229157;000010;ZZNB;20240215;1000;N1;76440323-1;USD;1000;M;C;;;20240215;000000000000178149;11 R 22.5 CR926D 16PR TL;8.000;1300.19;0.00;1IQ8;0016;ZTAN;0004346695;034998002;;;;;
0096251268;000010;ZZNB;20240229;1000;N1;76475240-6;USD;1000;M;C;;;20240229;000000000000178149;11 R 22.5 CR926D 16PR TL;8.000;1227.52;0.00;1IQ9;0016;ZTAN;0004360422;005884002;;;;;
0096257902;000010;ZZNB;20240304;1000;N1;17182481-8;USD;1000;M;C;;;20240304;000000000000178149;11 R 22.5 CR926D 16PR TL;1.000;166.60;0.00;1IQ8;0016;ZTAN;0004364122;034998002;;;;;
0096267707;000020;ZZAM;20240311;1000;N1;76215770-5;CLP;1000;M;C;;;20240311;000000000000178149;11 R 22.5 CR926D 16PR TL;1.000;2045.89;0.00;1PA1;0016;ZTAN;0004371224;2300997501;;;;;
0096291054;000010;ZZNB;20240326;1000;N1;91502000-3;USD;1000;M;C;;;20240326;000000000000178149;11 R 22.5 CR926D 16PR TL;1.000;121.98;0.00;1IQ8;0016;ZTAN;0004387380;042537004;;;;;
0096313653;000010;ZZNB;20240409;1000;N1;76986927-1;USD;1000;M;C;;;20240409;000000000000178149;11 R 22.5 CR926D 16PR TL;1.000;167.14;0.00;1IQ8;0016;ZTAN;0004400891;042537004;;;;;
0096371692;000010;ZZNB;20240517;1000;N1;91502000-3;USD;1000;M;C;;;20240517;000000000000178149;11 R 22.5 CR926D 16PR TL;8.000;975.85;0.00;1IQ8;0016;ZTAN;0004439435;042537004;;;;;
0096376812;000010;ZZNB;20240522;1000;N1;91502000-3;USD;1000;M;C;;;20240522;000000000000178149;11 R 22.5 CR926D 16PR TL;1.000;121.98;0.00;1IQ8;0016;ZTAN;0004443062;042537004;;;;;
0096160088;000010;ZZNB;20240102;1000;N1;91502000-3;USD;1000;M;C;;;20240102;000000000000178149;11 R 22.5 CR926D 16PR TL;12.000;1522.21;0.00;1IQ8;0016;ZTAN;0004299180;031744002;;;;;
0096160106;000010;ZZNB;20240102;1000;N1;91502000-3;USD;1000;M;C;;;20240102;000000000000178149;11 R 22.5 CR926D 16PR TL;17.000;2156.47;0.00;1IQ8;0016;ZTAN;0004299231;031744002;;;;;
0096160106;000020;ZZNB;20240102;1000;N1;91502000-3;USD;1000;M;C;;;20240102;000000000000178149;11 R 22.5 CR926D 16PR TL;3.000;382.85;0.00;1IQ8;0016;ZTAN;0004299231;034998002;;;;;
0096160248;000010;ZZNB;20240102;1000;N1;91502000-3;USD;1000;M;C;;;20240102;000000000000178149;11 R 22.5 CR926D 16PR TL;26.000;3318.02;0.00;1IQ8;0016;ZTAN;0004299362;034998002;;;;;
0096184222;000010;ZZNB;20240118;1000;N1;77145248-5;USD;1000;M;C;;;20240118;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;589.16;0.00;1IQ8;0015;ZTAN;0004316956;051645002;;;;;
0096186297;000010;ZZNB;20240119;1000;N1;76171497-K;USD;1000;M;C;;;20240119;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;598.73;0.00;1IQ8;0015;ZTAN;0004318392;051645004;;;;;
0096189034;000010;ZZNB;20240122;1000;N1;76932499-2;USD;1000;M;C;;;20240122;000000000000178149;11 R 22.5 CR926D 16PR TL;12.000;2108.20;0.00;1IQ8;0016;ZTAN;0004320299;034998002;;;;;
0096191389;000010;ZZNB;20240123;1000;N1;76690333-9;USD;1000;M;C;;;20240123;000000000000178149;11 R 22.5 CR926D 16PR TL;12.000;2005.46;0.00;1IQ8;0016;ZTAN;0004321922;034998002;;;;;
0096199982;000010;ZZNB;20240129;1000;N1;24172147-7;USD;1000;M;C;;;20240129;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;567.59;0.00;1IQ8;0015;ZTAN;0004327530;051645002;;;;;
0096210621;000010;ZZNB;20240201;1000;N1;6853796-7;USD;1000;M;C;;;20240201;000000000000178149;11 R 22.5 CR926D 16PR TL;7.000;1274.97;0.00;1IQ8;0016;ZTAN;0004332620;034998002;;;;;
0096223167;000010;ZZNB;20240212;1000;N1;91502000-3;USD;1000;M;C;;;20240212;000000000000178149;11 R 22.5 CR926D 16PR TL;15.000;1914.24;0.00;1IQ8;0016;ZTAN;0004342421;034998002;;;;;
0096267707;000010;ZZAM;20240311;1000;N1;76215770-5;CLP;1000;M;C;;;20240311;000000000000178149;11 R 22.5 CR926D 16PR TL;3.000;6137.66;0.00;1PA1;0016;ZTAN;0004371224;2300894304;;;;;
0096325138;000010;ZZNB;20240417;1000;N1;76343465-6;USD;1000;M;C;;;20240417;000000000000178149;11 R 22.5 CR926D 16PR TL;12.000;1839.50;0.00;1IQ8;0016;ZTAN;0004408865;042537004;;;;;
0096345143;000010;ZZNB;20240430;1000;N1;91502000-3;USD;1000;M;C;;;20240430;000000000000178149;11 R 22.5 CR926D 16PR TL;16.000;1951.71;0.00;1IQ8;0016;ZTAN;0004421813;042537004;;;;;
0096377232;000010;ZZNB;20240523;1000;N1;76261646-7;USD;1000;M;C;;;20240523;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;603.54;0.00;1IQ8;0015;ZTAN;0004443336;002411005;;;;;
0096380357;000010;ZZNB;20240524;1000;N1;91502000-3;USD;1000;M;C;;;20240524;000000000000178149;11 R 22.5 CR926D 16PR TL;7.000;853.87;0.00;1IQ8;0016;ZTAN;0004445573;042537004;;;;;
0096432784;000010;ZZNB;20240628;1000;N1;77051468-1;USD;1000;M;C;;;20240628;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;547.75;0.00;1IQ8;0015;ZTAN;0004479068;002411008;;;;;
0096160158;000010;ZZNB;20240102;1000;N1;91502000-3;USD;1000;M;C;;;20240102;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;392.99;0.00;1IQ8;0015;ZTAN;0004299262;045944005;;;;;
0096163217;000020;ZZNB;20240104;1000;N1;76065800-6;USD;1000;M;C;;;20240104;000000000000730120;295/80 R 22.5 RS15 16PR TL;4.000;1173.12;0.00;1IQ8;0015;ZTAN;0004301761;051645002;;;;;
0096173972;000010;ZZNB;20240111;1000;N1;91502000-3;USD;1000;M;C;;;20240111;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;392.99;0.00;1IQ8;0015;ZTAN;0004309905;045944005;;;;;
0096176463;000010;ZZNB;20240112;1000;N1;77702160-5;USD;1000;M;C;;;20240112;000000000000730120;295/80 R 22.5 RS15 16PR TL;1.000;456.15;0.00;1IQ8;0015;ZTAN;0004311649;051645001;;;;;
0096191165;000010;ZZNB;20240123;1000;N1;76102169-9;USD;1000;M;C;;;20240123;000000000000730120;295/80 R 22.5 RS15 16PR TL;4.000;1186.00;0.00;1IQ8;0015;ZTAN;0004321775;051645007;;;;;
0096215165;000010;ZZNB;20240206;1000;N1;91502000-3;USD;1000;M;C;;;20240206;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;414.02;0.00;1IQ8;0015;ZTAN;0004336414;051645002;;;;;
0096219681;000010;S1;20240206;1000;N1;76978671-6;USD;1000;N;C;;0096215343;20240208;000000000000730120;295/80 R 22.5 RS15 16PR TL;1.000;282.97;0.00;1IQ8;0015;ZTAN;0004336416;051645002;;;;;
0096226896;000010;ZZNB;20240214;1000;N1;91502000-3;USD;1000;M;C;;;20240214;000000000000730120;295/80 R 22.5 RS15 16PR TL;1.000;207.01;0.00;1IQ8;0015;ZTAN;0004345079;051645002;;;;;
0096233096;000010;ZZNB;20240219;1000;N1;76046114-8;USD;1000;M;C;;;20240219;000000000000730120;295/80 R 22.5 RS15 16PR TL;6.000;1721.29;0.00;1IQ9;0015;ZTAN;0004349222;002411001;;;;;
0096242310;000010;ZZAM;20240226;1000;N1;7914216-6;CLP;1000;M;C;;;20240226;000000000000730120;295/80 R 22.5 RS15 16PR TL;6.000;17586.00;0.00;1PA1;0015;ZTAN;0004355053;2300001702;;;;;
0096247666;000010;ZZNB;20240228;1000;N1;76065800-6;USD;1000;M;C;;;20240228;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;570.83;0.00;1IQ8;0015;ZTAN;0004358631;051645007;;;;;
0096252449;000020;ZZNB;20240229;1000;N1;17182481-8;USD;1000;M;C;;;20240229;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;705.89;0.00;1IQ8;0015;ZTAN;0004360873;051645012;;;;;
0096255627;000010;ZZNB;20240301;1000;N1;76102169-9;USD;1000;M;C;;;20240301;000000000000730120;295/80 R 22.5 RS15 16PR TL;1.000;276.86;0.00;1IQ8;0015;ZTAN;0004362491;051645007;;;;;
0096258327;000020;ZZNB;20240304;1000;N1;77129850-8;USD;1000;M;C;;;20240304;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;536.78;0.00;1IQ8;0015;ZTAN;0004364430;051645012;;;;;
0096272797;000010;ZZNB;20240314;1000;N1;91502000-3;USD;1000;M;C;;;20240314;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;414.02;0.00;1IQ8;0015;ZTAN;0004374805;051645012;;;;;
0096275904;000010;ZZNB;20240318;1000;N1;13212143-5;USD;1000;M;C;;;20240318;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;609.72;0.00;1IQ9;0015;ZTAN;0004377083;002411001;;;;;
0096276489;000010;ZZNB;20240318;1000;N1;77129850-8;USD;1000;M;C;;;20240318;000000000000730120;295/80 R 22.5 RS15 16PR TL;1.000;319.33;0.00;1IQ8;0015;ZTAN;0004377522;051645012;;;;;
0096276489;000020;ZZNB;20240318;1000;N1;77129850-8;USD;1000;M;C;;;20240318;000000000000730120;295/80 R 22.5 RS15 16PR TL;1.000;275.52;0.00;1IQ8;0015;ZTAN;0004377522;002411005;;;;;
0096282377;000010;ZZNB;20240321;1000;N1;77805869-3;USD;1000;M;C;;;20240321;000000000000730120;295/80 R 22.5 RS15 16PR TL;1.000;265.78;0.00;1IQ8;0015;ZTAN;0004381380;002411005;;;;;
0096282694;000010;ZZNB;20240321;1000;N1;91502000-3;USD;1000;M;C;;;20240321;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;406.37;0.00;1IQ8;0015;ZTAN;0004381942;002411008;;;;;
0096283488;000020;ZFIM;20240321;1000;N1;91502000-3;USD;1000;M;C;;;20240321;000000000000730120;295/80 R 22.5 RS15 16PR TL;6.000;1234.63;0.00;1IQ8;0015;ZTAN;0004382299;002411005;;;;;
0096292209;000010;ZZNB;20240327;1000;N1;77323571-6;USD;1000;M;C;;;20240327;000000000000730120;295/80 R 22.5 RS15 16PR TL;4.000;1059.38;0.00;1IQ8;0015;ZTAN;0004387983;002411005;;;;;
0096303600;000020;ZZNB;20240403;1000;N1;76102169-9;USD;1000;M;C;;;20240403;000000000000730120;295/80 R 22.5 RS15 16PR TL;4.000;1209.92;0.00;1IQ8;0015;ZTAN;0004394189;002411005;;;;;
0096306433;000010;ZZNB;20240404;1000;N1;76829444-5;USD;1000;M;C;;;20240404;000000000000730120;295/80 R 22.5 RS15 16PR TL;1.000;349.54;0.00;1IQ8;0015;ZTAN;0004396312;002411008;;;;;
0096309093;000010;ZZNB;20240405;1000;N1;91502000-3;USD;1000;M;C;;;20240405;000000000000730120;295/80 R 22.5 RS15 16PR TL;1.000;205.77;0.00;1IQ8;0015;ZTAN;0004397595;002411005;;;;;
0096309437;000010;ZZNB;20240405;1000;N1;91502000-3;USD;1000;M;C;;;20240405;000000000000730120;295/80 R 22.5 RS15 16PR TL;4.000;823.08;0.00;1IQ8;0015;ZTAN;0004397737;002411005;;;;;
0096309720;000010;ZZNB;20240405;1000;N1;91502000-3;USD;1000;M;C;;;20240405;000000000000730120;295/80 R 22.5 RS15 16PR TL;4.000;823.08;0.00;1IQ8;0015;ZTAN;0004397913;002411005;;;;;
0096335257;000010;ZZNB;20240424;1000;N1;91502000-3;USD;1000;M;C;;;20240424;000000000000730120;295/80 R 22.5 RS15 16PR TL;2.000;411.54;0.00;1IQ8;0015;ZTAN;0004415956;002411005;;;;;
0096373856;000010;ZZNB;20240520;1000;N1;91502000-3;USD;1000;M;C;;;20240520;000000000000730120;295/80 R 22.5 RS15 16PR TL;4.000;823.08;0.00;1IQ8;0015;ZTAN;0004440712;002411005;;;;;
